date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:39	125320/125320	---M--	200	added ('OK')	binary/octet-stream	etag:%223186ebd2918491445ea391a4f74e8dd7%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-brands-400d41d.eot?	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-brands-400d41dd41d.eot	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:42	84568/84568	---M--	200	added ('OK')	application/font-woff	etag:%22c7d7a2a1781e8da1dc85deb1e4f39b84%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-brands-400.woff	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-brands-400.woff	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:44	13608/13608	---M--	200	added ('OK')	binary/octet-stream	etag:%226a9d786e67d54419d8629081fbb555d6%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.woff2	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.woff2	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:45	34388/34388	---M--	200	added ('OK')	binary/octet-stream	etag:%2280efa56be5eaebd06ea34f1adbad071c%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.eot	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.eot	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:45	34388/34388	---M--	200	added ('OK')	binary/octet-stream	etag:%2280efa56be5eaebd06ea34f1adbad071c%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400d41d.eot?	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400d41dd41d.eot	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:46	144523/144523	---M--	200	added ('OK')	image/svg+xml	etag:%22304f31f4585cf09768f9d4d69574d2d6%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.svg	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.svg	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:47	16812/16812	---M--	200	added ('OK')	application/font-woff	etag:%2272f15fa766bc05a4b3ecaa8579763f85%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.woff	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.woff	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:50	34092/34092	---M--	200	added ('OK')	binary/octet-stream	etag:%22fcb220ee57704c9c80680153bada946c%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.ttf	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-regular-400.ttf	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:47:51	125016/125016	---M--	200	added ('OK')	binary/octet-stream	etag:%22a995bae1d3cba3bdcf24071bf09b51c8%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-brands-400.ttf	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-brands-400.ttf	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:02	74320/74320	---M--	200	added ('OK')	binary/octet-stream	etag:%223638e62ea50e6f5859b6a15276c25c87%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.woff2	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.woff2	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:07	96248/96248	---M--	200	added ('OK')	application/font-woff	etag:%229c73abbdbd6492778680163269b68345%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.woff	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.woff	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:12	816218/816218	---M--	200	added ('OK')	image/svg+xml	etag:%22c8ea4c79af12c22b2b6073999137156c%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.svg	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.svg	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:13	3791/3791	---M--	200	added ('OK')	text/html	etag:%220b839fbdc0bc90091640689ad8a83b38%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/owl.video.play.html	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/owl.video.play.html	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/owl.carousel.min.css)
14:48:20	186512/186512	---M--	200	added ('OK')	binary/octet-stream	etag:%229a52a4e971938c52d6c541b9bf3dc2ec%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.eot	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.eot	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:20	186512/186512	---M--	200	added ('OK')	binary/octet-stream	etag:%229a52a4e971938c52d6c541b9bf3dc2ec%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900d41d.eot?	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900d41dd41d.eot	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:34	126713/126713	---M--	200	added ('OK')	image/jpeg	etag:%223fa920b5ba6da83838db84a205cee272%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/img/slider/slide-1.jpg	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/img/slider/slide-1.jpg	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/style-dark.css)
14:48:34	186228/186228	---M--	200	added ('OK')	binary/octet-stream	etag:%2220c189aa192501e4ec907d5f84e8fbb1%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.ttf	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/fonts/fa-solid-900.ttf	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/plugins/font-awesome.css)
14:48:42	182688/182688	---M--	200	added ('OK')	image/jpeg	etag:%22b57f60068d60d1f5a072e69c11b5ce88%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/img/slider/slide-3.jpg	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/img/slider/slide-3.jpg	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/style-dark.css)
14:48:44	227659/227659	---M--	200	added ('OK')	image/jpeg	etag:%228cf81caf931a4c136cd031257f31fd8e%22	http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/img/slider/slide-2.jpg	E:/http___jaykakadiya.com.s3-website-us-east-1.amazonaws.com/jaykakadiya.com.s3-website-us-east-1.amazonaws.com/img/slider/slide-2.jpg	(from http://jaykakadiya.com.s3-website-us-east-1.amazonaws.com/css/style-dark.css)
